yyyymm,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
191911,9.19,0.5333,0.935,,,0.0566,0.0754,0.0481,,,,0.00361,0.05803,0.056315,0.101741,0.570374,,,0.0188,,0.022099,,,0.00392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191912,8.92,0.53,0.93,,,0.0573,0.0777,0.049,,,,0.003698,0.059417,0.057671,0.10426,0.569892,,,0.0204,,0.021622,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192001,8.83,0.5283,0.9192,,,0.0575,0.0778,0.0493,,,0.045,0.003979,0.05983,0.059226,0.1041,0.574739,,0.0043,0.0203,,0.021164,,,0.001356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192002,8.1,0.5267,0.9083,,,0.0586,0.0794,0.0505,,,0.045,0.00375,0.065025,0.059649,0.112136,0.579874,,0.0055,0.0208,,0.010363,,,0.006117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192003,8.67,0.525,0.8975,,,0.0592,0.0797,0.0509,,,0.0475,0.00375,0.060554,0.064815,0.103518,0.584958,,0.0034,0.0205,,0.010256,,,0.003187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192004,8.6,0.5233,0.8867,,,0.0604,0.0817,0.0528,,,0.0525,0.003958,0.060849,0.060358,0.103105,0.590166,,0.0003,0.0213,,0.030457,,,0.00364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192005,8.06,0.5217,0.8758,,,0.0625,0.0839,0.0558,,,0.055,0.004375,0.064727,0.060663,0.10866,0.595684,,0.0008,0.0214,,0.014778,,,0.002851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192006,7.92,0.52,0.865,,,0.0638,0.0839,0.0554,,,0.0575,0.004583,0.065657,0.064516,0.109217,0.601156,,-0.0021,0.0201,,0.014563,,,0.000921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192007,7.91,0.5183,0.8542,,,0.0634,0.0852,0.0557,,,0.0581,0.004792,0.065525,0.065442,0.10799,0.606767,,-0.0024,0.0218,,-0.004785,,,0.001419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192008,7.6,0.5167,0.8433,,,0.063,0.0839,0.0567,,,0.0583,0.004842,0.067987,0.065322,0.110961,0.612712,,-0.0016,0.0209,,-0.024038,,,0.001555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192009,7.87,0.515,0.8325,,,0.0622,0.0814,0.0543,,,0.0581,0.004858,0.065438,0.067763,0.105781,0.618619,,-0.0038,0.0192,,-0.014778,,,0.001306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192010,7.88,0.5133,0.8217,,,0.0605,0.0799,0.0508,,,0.0575,0.004842,0.06514,0.065222,0.104277,0.624681,,-0.0067,0.0194,,-0.005,,,0.000941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192011,7.48,0.5117,0.8108,,,0.0608,0.0821,0.0521,,,0.0575,0.004792,0.068409,0.064937,0.108396,0.631105,,-0.0054,0.0213,,-0.005025,,,0.004788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192012,6.81,0.51,0.8,,,0.0626,0.0856,0.054,,,0.0588,0.004792,0.07489,0.068182,0.117474,0.6375,,-0.0048,0.023,,-0.020202,,,0.005328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192101,7.11,0.5058,0.7575,,,0.0614,0.085,0.0523,,,0.0567,0.0049,0.071139,0.074273,0.10654,0.667723,,-0.0044,0.0236,,-0.020619,,,0.001044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192102,7.06,0.5017,0.715,,,0.0608,0.0842,0.0528,,,0.053,0.004725,0.071062,0.070563,0.101275,0.701678,,-0.0002,0.0234,,-0.031579,,,0.000731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192103,6.88,0.4975,0.6725,,,0.0608,0.0855,0.0527,,,0.0538,0.004417,0.072311,0.070467,0.097747,0.739777,0.63622,-0.0011,0.0247,,-0.005435,,,0.002308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192104,6.91,0.4933,0.63,,,0.0606,0.0853,0.0524,,,0.052,0.004483,0.071389,0.071701,0.091172,0.783016,0.613466,0.0004,0.0247,,-0.010929,,,0.001656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192105,7.12,0.4892,0.5875,,,0.0611,0.0852,0.0525,,,0.0516,0.004333,0.068708,0.070796,0.082514,0.832681,0.656318,0.0009,0.0241,,-0.022099,,,0.001319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192106,6.55,0.485,0.545,,,0.0618,0.0856,0.0527,,,0.0499,0.0043,0.074046,0.068118,0.083206,0.889908,0.704164,0.0028,0.0238,,-0.00565,,,0.003864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192107,6.53,0.4808,0.5025,,,0.0612,0.0848,0.0526,,,0.046,0.004158,0.073629,0.073405,0.076953,0.956816,0.704988,0.0066,0.0236,,0.005682,,,0.00176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192108,6.45,0.4767,0.46,,,0.0599,0.0851,0.0522,,,0.0475,0.003833,0.073907,0.073002,0.071318,1.036304,0.718224,0.0047,0.0252,,0,,,0.002031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192109,6.61,0.4725,0.4175,,,0.0593,0.0834,0.0512,,,0.0475,0.003958,0.071483,0.073256,0.063162,1.131737,0.678109,0.0037,0.0241,,-0.011299,,,0.001778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192110,6.7,0.4683,0.375,,,0.0584,0.0834,0.0483,,,0.0421,0.003958,0.069896,0.070847,0.05597,1.2488,0.65838,0.0062,0.025,,0,,,0.001029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192111,7.06,0.4642,0.3325,,,0.056,0.0788,0.0464,,,0.0403,0.003508,0.065751,0.069284,0.047096,1.39609,0.623545,0.0061,0.0228,,-0.005714,,,0.000988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192112,7.31,0.46,0.29,,,0.055,0.0761,0.0447,,,0.039,0.003358,0.062927,0.065156,0.039672,1.586207,0.596535,0.0057,0.0211,,-0.005747,,,0.000511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192201,7.3,0.4642,0.3233,,,0.0534,0.077,0.0445,,,0.039,0.00325,0.063589,0.063502,0.044288,1.435818,0.592866,0.0055,0.0236,,-0.023121,,,0.001057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192202,7.46,0.4683,0.3567,,,0.0529,0.0755,0.045,,,0.0381,0.00325,0.062775,0.064151,0.047815,1.312868,0.564007,0.0069,0.0226,,0,,,0.00062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192203,7.74,0.4725,0.39,,,0.0523,0.0745,0.0441,,,0.0355,0.003175,0.061047,0.063338,0.050388,1.211538,0.521056,0.0086,0.0222,,-0.011834,,,0.000693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192204,8.21,0.4767,0.4233,,,0.0515,0.0714,0.0428,,,0.0321,0.002958,0.058063,0.061589,0.051559,1.126152,0.504732,0.0107,0.0199,,0,,,0.001094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192205,8.53,0.4808,0.4567,,,0.0513,0.0689,0.0426,,,0.0325,0.002675,0.056366,0.058563,0.05354,1.05277,0.485203,0.0101,0.0176,,0,,,0.000803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192206,8.45,0.485,0.49,,,0.0508,0.0697,0.0424,,,0.0325,0.002708,0.057396,0.056858,0.057988,0.989796,0.499301,0.0099,0.0189,,0,,,0.001744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192207,8.51,0.4892,0.5233,,,0.05,0.0689,0.0414,,,0.032,0.002708,0.057485,0.057893,0.061492,0.934837,0.478104,0.0094,0.0189,,0.005988,,,0.001476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192208,8.83,0.4933,0.5567,,,0.0496,0.0685,0.0412,,,0.0313,0.002667,0.055866,0.057967,0.063046,0.886115,0.460409,0.0099,0.0189,,-0.011905,,,0.000988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192209,9.06,0.4975,0.59,,,0.0493,0.0675,0.0419,,,0.0334,0.002608,0.054912,0.056342,0.065121,0.84322,0.477759,0.0085,0.0182,,0,,,0.001352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192210,9.26,0.5017,0.6233,,,0.0497,0.0678,0.043,,,0.0371,0.002783,0.054179,0.055375,0.067311,0.804909,0.48278,0.0059,0.0181,,0.006024,,,0.001696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192211,8.8,0.5058,0.6567,,,0.0509,0.0698,0.0433,,,0.0366,0.003092,0.057477,0.054622,0.074625,0.770215,0.490227,0.0067,0.0189,,0.005988,,,0.002435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192212,8.78,0.51,0.69,,,0.0508,0.0702,0.0432,,,0.0365,0.00305,0.058087,0.057955,0.078588,0.73913,0.472649,0.0067,0.0194,,0.005952,,,0.000755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192301,8.9,0.5117,0.7142,,,0.0504,0.0698,0.0432,,,0.0366,0.003042,0.057494,0.05828,0.080247,0.716466,0.476239,0.0066,0.0194,,-0.005917,,,0.00058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192302,9.28,0.5133,0.7383,,,0.0507,0.0697,0.0433,,,0.0365,0.00305,0.055313,0.057674,0.079558,0.695246,0.446583,0.0068,0.019,,0,,,0.000476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192303,9.43,0.515,0.7625,,,0.0513,0.0709,0.0438,,,0.0412,0.003042,0.054613,0.055496,0.080859,0.67541,0.502092,0.0026,0.0196,,0,,,0.000561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192304,9.1,0.5167,0.7867,,,0.0522,0.0717,0.0439,,,0.0413,0.003433,0.05678,0.054793,0.086451,0.656794,0.524497,0.0026,0.0195,,0.005952,,,0.000978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192305,8.67,0.5183,0.8108,,,0.0516,0.0717,0.0437,,,0.0395,0.003442,0.059781,0.056956,0.093518,0.639245,0.529068,0.0042,0.0201,,0,,,0.002757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192306,8.34,0.52,0.835,,,0.0515,0.0721,0.0434,,,0.0384,0.003292,0.06235,0.059977,0.10012,0.622754,0.58371,0.005,0.0206,,0.005917,,,0.002969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192307,8.06,0.5217,0.8592,,,0.0514,0.0734,0.0434,,,0.0391,0.0032,0.064727,0.062554,0.1066,0.607193,0.593718,0.0043,0.022,,0.011765,,,0.002372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192308,8.1,0.5233,0.8833,,,0.0508,0.0738,0.0435,,,0.0386,0.003258,0.064605,0.064926,0.109049,0.592437,0.552108,0.0049,0.023,,-0.005814,,,0.000971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192309,8.15,0.525,0.9075,,,0.0512,0.0738,0.0436,,,0.0401,0.003217,0.064417,0.064815,0.11135,0.578512,0.586564,0.0035,0.0226,,0.005848,,,0.001221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192310,8.03,0.5267,0.9317,,,0.0511,0.0746,0.044,,,0.0422,0.003342,0.065592,0.064626,0.116027,0.565311,0.582853,0.0018,0.0235,,0.005814,,,0.001633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192311,8.27,0.5283,0.9558,,,0.0509,0.074,0.0437,,,0.0394,0.003517,0.063881,0.065791,0.115574,0.552731,0.558804,0.0043,0.0231,,0,,,0.000598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192312,8.55,0.53,0.98,,,0.0509,0.0738,0.0435,,,0.0388,0.003283,0.061988,0.064087,0.11462,0.540816,0.540201,0.0047,0.0229,,0,,,0.000581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192401,8.83,0.5317,0.9758,,,0.0509,0.0724,0.043,,,0.0376,0.003233,0.060215,0.062187,0.11051,0.544886,0.512617,0.0054,0.0215,,0,,,0.000748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192402,8.87,0.5333,0.9717,,,0.0509,0.0714,0.0428,,,0.0354,0.003133,0.060124,0.060396,0.109549,0.548832,0.530755,0.0074,0.0205,,-0.00578,,,0.001519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192403,8.7,0.535,0.9675,,,0.051,0.0708,0.0428,,,0.0357,0.00295,0.061494,0.060316,0.111207,0.552972,0.59456,0.0071,0.0198,,-0.005814,,,0.000776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192404,8.5,0.5367,0.9633,,,0.0508,0.0703,0.0423,,,0.0338,0.002975,0.063141,0.06169,0.113329,0.557147,0.610173,0.0085,0.0195,,-0.005848,,,0.001095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192405,8.47,0.5383,0.9592,,,0.0504,0.0697,0.0415,,,0.0229,0.002817,0.063554,0.063329,0.113247,0.561197,0.615128,0.0186,0.0193,,0,,,0.000735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192406,8.63,0.54,0.955,,,0.0499,0.0682,0.0398,,,0.0244,0.001908,0.062572,0.063754,0.11066,0.565445,0.57383,0.0154,0.0183,,0,,,0.000765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192407,9.03,0.5417,0.9508,,,0.0495,0.0667,0.0394,,,0.0192,0.002033,0.059989,0.062769,0.105293,0.569731,0.541414,0.0202,0.0172,,0.005882,,,0.000377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192408,9.34,0.5433,0.9467,,,0.0495,0.0669,0.0391,,,0.019,0.0016,0.058169,0.060166,0.10136,0.573888,0.531016,0.0201,0.0174,,-0.005848,,,0.000694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192409,9.25,0.545,0.9425,,,0.0495,0.0673,0.0392,,,0.0214,0.001583,0.058919,0.058351,0.101892,0.578249,0.53606,0.0178,0.0178,,0.005882,,,0.00087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192410,9.13,0.5467,0.9383,,,0.0492,0.0662,0.0387,,,0.0241,0.001783,0.05988,0.059103,0.102771,0.582649,0.531424,0.0146,0.017,,0.005848,,,0.001126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192411,9.64,0.5483,0.9342,,,0.0494,0.0654,0.039,,,0.0258,0.002008,0.056878,0.060055,0.096909,0.586919,0.49775,0.0132,0.016,,0,,,0.000951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192412,10.16,0.55,0.93,,,0.0495,0.0646,0.0396,,,0.0257,0.00215,0.054134,0.057054,0.091535,0.591398,0.458883,0.0139,0.0151,,0.005814,,,0.001066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192501,10.58,0.5542,0.9567,,,0.0495,0.0644,0.0396,,,0.0261,0.002142,0.052382,0.054547,0.090425,0.579283,0.44781,0.0135,0.0149,,0,,,0.001054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192502,10.67,0.5583,0.9833,,,0.0495,0.0636,0.0395,,,0.0262,0.002175,0.052324,0.052769,0.092156,0.567782,0.452389,0.0133,0.0141,,-0.00578,,,0.001056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192503,10.39,0.5625,1.01,,,0.0491,0.0636,0.0396,,,0.0278,0.002183,0.054139,0.052718,0.097209,0.556931,0.522484,0.0118,0.0145,,0.005814,,,0.002953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192504,10.28,0.5667,1.037,,,0.0487,0.0641,0.0393,,,0.0278,0.002317,0.055126,0.054543,0.100875,0.54648,0.508291,0.0115,0.0154,,-0.00578,,,0.000746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192505,10.61,0.5708,1.063,,,0.0483,0.063,0.0387,,,0.0273,0.002317,0.053798,0.055525,0.100189,0.536971,0.469411,0.0114,0.0147,,0.005814,,,0.00052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192506,10.8,0.575,1.09,,,0.0483,0.0618,0.0379,,,0.0286,0.002275,0.053241,0.054194,0.100926,0.527523,0.465613,0.0093,0.0135,,0.011561,,,0.000842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192507,11.1,0.5792,1.117,,,0.0487,0.062,0.0379,,,0.0306,0.002383,0.05218,0.05363,0.100631,0.518532,0.45587,0.0073,0.0133,,0.011429,,,0.000377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192508,11.25,0.5833,1.143,,,0.049,0.0624,0.0385,,,0.0301,0.00255,0.051849,0.05255,0.1016,0.510324,0.432073,0.0084,0.0134,,0,,,0.000544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192509,11.51,0.5875,1.17,,,0.0487,0.062,0.0385,,,0.0317,0.002508,0.051043,0.052222,0.101651,0.502137,0.425206,0.0068,0.0133,,0,,,0.001456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192510,11.89,0.5917,1.197,,,0.0485,0.0617,0.0382,,,0.0353,0.002642,0.049765,0.051407,0.100673,0.494319,0.391905,0.0029,0.0132,,0,,,0.000748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192511,12.26,0.5958,1.223,,,0.0484,0.0617,0.0379,,,0.0365,0.002942,0.048597,0.050109,0.099755,0.487163,0.40376,0.0014,0.0133,,0.016949,,,0.002719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192512,12.46,0.6,1.25,,,0.0485,0.0615,0.038,,,0.0351,0.003042,0.048154,0.04894,0.100321,0.48,0.389378,0.0029,0.013,,-0.005556,,,0.000513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192601,12.74,0.6075,1.249,-0.001783,-0.00398,0.0482,0.0609,0.0374,0.0138,0.0072,0.0349,0.002925,0.047684,0.048756,0.098038,0.486389,0.387671,0.0025,0.0127,-0.0066,0,,,0.000857,,,,,,,,,-1.713821,,,0.380806,0.028169,,,,,,,,0.987201,0.987201,,,,,,,,,,
192602,12.18,0.615,1.248,-0.033296,-0.037876,0.0477,0.0602,0.0372,0.0063,0.0045,0.0318,0.002908,0.050493,0.048273,0.102463,0.492788,0.394363,0.0054,0.0125,-0.0018,0,,,0.001099,,,,,,,,,-1.65795,,,0.37583,0,,,,,,,,0.952991,0.952991,,,,,,,,,,
192603,11.46,0.6225,1.248,-0.057708,-0.062007,0.0479,0.0605,0.0371,0.0041,0.0084,0.0314,0.00265,0.054319,0.051108,0.108901,0.498798,0.494091,0.0057,0.0126,0.0043,-0.005587,,,0.006016,,,,,,,,,-1.793926,,,0.383338,0,,,,,,,,0.865381,0.865381,,,,,,,,0.388838,,
192604,11.72,0.63,1.247,0.038522,0.034856,0.0474,0.0598,0.0368,0.0076,0.0097,0.0308,0.002617,0.053754,0.054974,0.106399,0.505213,0.482917,0.006,0.0124,0.0021,0.005618,,,0.001466,,,,,,,,,-1.603683,,,0.37837,0,,,,,,,,0.885404,0.885404,,,,,,,,0.410155,,
192605,11.81,0.6375,1.246,0.013623,0.00907,0.0471,0.0586,0.0369,0.0014,0.0044,0.0317,0.002567,0.05398,0.054394,0.105504,0.511637,0.48386,0.0052,0.0115,0.003,-0.005587,,,0.00069,,,,,,,,,-1.414242,,,0.365103,0,,,,,,,,0.883679,0.883679,,,,,,,,0.408096,,
192606,12.32,0.645,1.245,0.056427,0.050196,0.0472,0.058,0.0368,0.0038,0.0004,0.0293,0.002642,0.052354,0.054615,0.101055,0.518072,0.453476,0.0075,0.0108,-0.0034,-0.005618,,,0.000602,,,,,,,,,-1.49243,,,0.372571,0,,,,,,,0.472463,0.942887,0.942887,,,,,,,,0.229976,,
192607,12.88,0.6525,1.244,0.040403,0.038168,0.0471,0.0579,0.037,0.0004,0.0057,0.0311,0.0022,0.05066,0.052963,0.096584,0.524518,0.433263,0.0059,0.0108,0.0053,-0.011299,,,0.000643,,,,,,,,,-1.417863,,,0.371723,-0.051233,,,,,0.079634,0.545939,0.480343,0.986877,0.986877,,0.055138,,,,,,0.1742,,
192608,13.1,0.66,1.243,0.029822,0.025747,0.0472,0.0581,0.0373,0,0.0044,0.0327,0.0025,0.050382,0.051242,0.094885,0.530973,0.427051,0.0046,0.0109,0.0044,-0.005714,,,0.001209,,,,,,,,,-1.474929,,,0.378981,-0.018192,,,,,0.107421,0.540845,0.470448,0.978151,0.978151,,0.049048,,,,,,0.152285,,
192609,13.4,0.6675,1.242,0.01342,0.009122,0.0472,0.0579,0.0372,0.0038,0.0057,0.0342,0.0023,0.049813,0.050954,0.092687,0.53744,0.438713,0.003,0.0107,0.0019,0.005747,,,0.000741,,,,,,,,,-1.522764,,,0.390104,0,,,,,0.081294,0.56189,0.533126,0.952149,0.952149,,0.047356,,,,,,0.169371,,
192610,12.98,0.675,1.242,-0.030172,-0.032434,0.0471,0.0581,0.0367,0.0102,0.0097,0.0358,0.0032,0.052003,0.050373,0.095686,0.543478,0.460334,0.0009,0.011,-0.0005,0.005714,,,0.002161,,,,,,,,,-1.554957,,,0.385159,0,,,,,0.053106,0.535453,0.578864,0.907427,0.907427,,0.062202,,,,,,0.236367,,
192611,13.27,0.6825,1.241,0.026937,0.019367,0.0468,0.0577,0.0358,0.016,0.0057,0.0335,0.0031,0.051432,0.052581,0.093519,0.54996,0.443309,0.0023,0.0109,-0.0103,0.005682,,,0.000539,,,,,,,,,-1.518427,,,0.376224,-0.029412,,,,,0.073382,0.563442,0.623555,0.942278,0.942278,,0.062003,,,,,,0.239893,,
192612,13.49,0.69,1.24,0.026047,0.020321,0.0468,0.0568,0.0354,0.0078,0.0056,0.0307,0.0028,0.051149,0.051997,0.09192,0.556452,0.441476,0.0047,0.01,-0.0022,0,,0.050876,0.000465,,,,,,,,,-1.553071,,,0.367276,-0.045455,,,,,0.096324,0.56403,0.583709,0.94619,0.94619,,0.039833,,,,,,0.228929,,
192701,13.21,0.6967,1.229,-0.00291,-0.005579,0.0466,0.0561,0.0351,0.0075,0.0056,0.0323,0.0025,0.05274,0.051646,0.093036,0.566884,0.443706,0.0028,0.0095,-0.0019,-0.011299,,0.050824,0.00047,,,,,,,,,-1.479303,,,0.358316,0.039683,,,,,0.092727,0.577509,0.579997,0.941435,0.941435,,0.060047,,,,,,0.142187,,
192702,13.84,0.7033,1.218,0.045522,0.040566,0.0467,0.0559,0.0347,0.0088,0.0069,0.0329,0.0026,0.050816,0.05324,0.088006,0.577422,0.428501,0.0018,0.0092,-0.0019,-0.005714,,0.051668,0.000287,,,,,,,,,-1.508274,,,0.361423,0.038168,,,,,0.199158,0.564079,0.586816,0.97484,0.97484,,0.052376,,,,,,0.122263,,
192703,13.93,0.71,1.208,0.007324,0.00261,0.0462,0.0554,0.0331,0.0253,0.0083,0.032,0.003,0.050969,0.051301,0.086719,0.587748,0.469765,0.0011,0.0092,-0.017,-0.005747,,0.046357,0.000924,,,,,,,,,-1.567097,,,0.368416,-0.067647,,,,,0.066662,0.516942,0.538185,0.963525,0.963525,,0.076485,,,,,,0.161556,,
192704,14.17,0.7167,1.197,0.013021,0.010907,0.0458,0.0548,0.0333,-0.0005,0.0055,0.0339,0.0025,0.050579,0.05145,0.084474,0.598747,0.456754,-0.0006,0.009,0.006,0,,0.050514,0.000603,,,,,,,,,-1.552191,,,0.339496,-0.045741,,,,,0.052016,0.50821,0.561842,0.983748,0.983748,,0.056048,,,,,,0.161438,,
192705,14.91,0.7233,1.186,0.062353,0.057096,0.0457,0.055,0.0327,0.0109,-0.0011,0.0333,0.003,0.048511,0.051044,0.079544,0.609865,0.434783,-0.0006,0.0093,-0.012,0.00578,,0.055275,0.000392,,,,,,,,,-1.575418,,,0.342646,-0.041322,,,,,0.126069,0.499706,0.589886,1,1,,0.079698,,,,,,0.169471,,
192706,14.77,0.73,1.175,-0.02037,-0.025705,0.0458,0.0555,0.0334,-0.0069,0.0043,0.0307,0.0026,0.049425,0.04896,0.079553,0.621277,0.452385,0.0027,0.0097,0.0112,0.011494,,0.058822,0.000825,,,,,,,,,-1.582697,,,0.333705,0,,,,,0.02653,0.505795,0.555277,0.961089,0.961089,,0.065633,,,,,,0.177917,,
192707,15.73,0.7367,1.164,0.08445,0.081687,0.046,0.0555,0.0333,0.005,0.0003,0.0296,0.003,0.046834,0.049878,0.073999,0.632904,0.414553,0.0037,0.0095,-0.0047,-0.017045,,0.05975,0.000426,,,,,,,,,-1.568372,,,0.316618,0,,,,,0.153699,0.548955,0.48535,1,1,,0.076722,,,,,,0.152175,,
192708,16.43,0.7433,1.153,0.03332,0.028624,0.0456,0.0548,0.0329,0.0076,0.0083,0.027,0.0028,0.04524,0.047254,0.070177,0.644666,0.396227,0.0059,0.0092,0.0007,-0.00578,,0.054522,0.001276,,,,,,,,,-1.56734,,,0.311711,-0.086207,,,,,0.028031,0.480599,0.563751,0.995594,0.995594,,0.058401,,,,,,0.216856,,
192709,17.14,0.75,1.143,0.053016,0.049095,0.0454,0.0542,0.033,0.0018,0.0149,0.0268,0.0021,0.043757,0.045648,0.066686,0.656168,0.380586,0.0062,0.0088,0.0131,0.005814,,0.094613,0.001123,,,,,,,,,-1.613746,,,0.290354,0,,,,,0.117458,0.52706,0.504643,0.993064,0.993064,,0.065535,,,,,,0.193341,,
192710,16.23,0.7567,1.132,-0.046804,-0.04896,0.0451,0.0538,0.0325,0.0099,0.0055,0.0308,0.0025,0.046624,0.044148,0.069747,0.668463,0.413801,0.0017,0.0087,-0.0044,0.00578,,0.094367,0.001559,,,,,,,,,-1.621951,,,0.264495,0,,,,,0.069951,0.526606,0.611226,0.909651,0.909651,,0.056786,,,,,,0.262278,,
192711,17.33,0.7633,1.121,0.070546,0.06427,0.0449,0.0535,0.032,0.0097,0.0068,0.0304,0.0021,0.044045,0.04703,0.064686,0.68091,0.379396,0.0016,0.0086,-0.0029,-0.005747,,0.082267,0.00093,,,,,,,,,-1.6282,,,0.259599,0,,,,,0.101031,0.472788,0.63507,0.992141,0.992141,,0.073085,,,,,,0.23895,,
192712,17.66,0.77,1.11,0.019295,0.014403,0.0446,0.0532,0.0316,0.0072,0.0068,0.0317,0.0022,0.043601,0.044432,0.062854,0.693694,0.374689,-0.0001,0.0086,-0.0004,0,,0.076471,0.000604,,,,,,,,,-1.689068,,,0.258938,0.04717,,,,,0.101323,0.473359,0.578027,0.998855,0.998855,,0.05963,,,,,,0.219392,,
192801,17.57,0.7767,1.133,-0.007182,-0.0092,0.0446,0.0535,0.0321,-0.0036,0.0027,0.0331,0.0025,0.044206,0.043981,0.064485,0.685525,0.37867,-0.001,0.0089,0.0063,0,,0.062601,0.000861,,,,,,,,,-1.720477,,,0.274923,0.009009,,,,,0.033651,0.509033,0.597491,0.976592,0.976592,,0.069697,,,,,,0.196433,,
